Position,Velocity,Acceleration,Jerk,Heading,DeltaTime,X,Y
0.000, 0.001, 0.249, 49.890, 6.283, 0.005, 0.000, 15.000
0.000, 0.002, 0.249, 0.000, 6.283, 0.005, 0.000, 15.000
0.000, 0.006, 0.624, 74.836, 6.283, 0.005, 0.000, 15.000
0.000, 0.010, 0.873, 49.892, 6.283, 0.005, 0.000, 15.000
0.000, 0.016, 1.123, 49.894, 6.283, 0.005, 0.000, 15.000
0.000, 0.022, 1.372, 49.896, 6.283, 0.005, 0.000, 15.000
0.000, 0.031, 1.622, 49.901, 6.283, 0.005, 0.000, 15.000
0.001, 0.040, 1.871, 49.907, 6.283, 0.005, 0.001, 15.000
0.001, 0.051, 2.121, 49.915, 6.283, 0.005, 0.001, 15.000
0.001, 0.062, 2.370, 49.925, 6.283, 0.005, 0.001, 15.000
0.002, 0.075, 2.620, 49.938, 6.283, 0.005, 0.002, 15.000
0.002, 0.090, 2.870, 49.954, 6.283, 0.005, 0.002, 15.000
0.003, 0.105, 3.120, 49.973, 6.283, 0.005, 0.003, 15.000
0.003, 0.122, 3.370, 49.996, 6.283, 0.005, 0.003, 15.000
0.004, 0.140, 3.620, 50.022, 6.283, 0.005, 0.004, 15.000
0.005, 0.160, 3.870, 50.052, 6.283, 0.005, 0.005, 15.000
0.006, 0.180, 4.120, 50.086, 6.283, 0.005, 0.006, 15.000
0.007, 0.202, 4.371, 50.126, 6.283, 0.005, 0.007, 15.000
0.008, 0.225, 4.622, 50.169, 6.283, 0.005, 0.008, 15.000
0.009, 0.250, 4.873, 50.218, 6.283, 0.005, 0.009, 15.000
0.010, 0.275, 5.124, 50.273, 6.283, 0.005, 0.010, 15.000
0.012, 0.302, 5.376, 50.333, 6.283, 0.005, 0.012, 15.000
0.013, 0.330, 5.628, 50.399, 6.283, 0.005, 0.013, 15.000
0.015, 0.360, 5.880, 50.472, 6.283, 0.005, 0.015, 15.000
0.017, 0.390, 6.133, 50.550, 6.283, 0.005, 0.017, 15.000
0.019, 0.422, 6.386, 50.636, 6.283, 0.005, 0.019, 15.000
0.022, 0.455, 6.640, 50.729, 6.283, 0.005, 0.022, 15.000
0.024, 0.490, 6.894, 50.829, 6.283, 0.005, 0.024, 15.000
0.027, 0.526, 7.149, 50.937, 6.283, 0.005, 0.027, 15.000
0.030, 0.563, 7.404, 51.053, 6.283, 0.005, 0.030, 15.000
0.033, 0.601, 7.660, 51.177, 6.283, 0.005, 0.033, 15.000
0.036, 0.641, 7.916, 51.309, 6.283, 0.005, 0.036, 15.000
0.039, 0.681, 8.174, 51.450, 6.283, 0.005, 0.039, 15.000
0.043, 0.724, 8.432, 51.600, 6.283, 0.005, 0.043, 15.000
0.047, 0.767, 8.690, 51.760, 6.283, 0.005, 0.047, 15.000
0.051, 0.812, 8.950, 51.928, 6.283, 0.005, 0.051, 15.000
0.055, 0.858, 9.211, 52.107, 6.283, 0.005, 0.055, 15.000
0.059, 0.905, 9.472, 52.295, 6.283, 0.005, 0.059, 15.000
0.064, 0.954, 9.735, 52.494, 6.283, 0.005, 0.064, 15.000
0.069, 1.004, 9.998, 52.703, 6.283, 0.005, 0.069, 15.000
0.075, 1.055, 10.263, 52.923, 6.283, 0.005, 0.075, 15.000
0.080, 1.108, 10.529, 53.154, 6.283, 0.005, 0.080, 15.000
0.086, 1.162, 10.796, 53.396, 6.283, 0.005, 0.086, 15.000
0.092, 1.217, 11.064, 53.650, 6.283, 0.005, 0.092, 15.000
0.098, 1.274, 11.333, 53.915, 6.283, 0.005, 0.098, 15.000
0.105, 1.332, 11.604, 54.192, 6.283, 0.005, 0.105, 15.000
0.112, 1.391, 11.877, 54.482, 6.283, 0.005, 0.112, 15.000
0.119, 1.452, 12.151, 54.783, 6.283, 0.005, 0.119, 15.000
0.127, 1.514, 12.426, 55.097, 6.283, 0.005, 0.127, 15.000
0.135, 1.578, 12.703, 55.424, 6.283, 0.005, 0.135, 15.000
0.143, 1.643, 12.982, 55.764, 6.283, 0.005, 0.143, 15.000
0.151, 1.709, 13.263, 56.117, 6.283, 0.005, 0.151, 15.000
0.160, 1.777, 13.545, 56.484, 6.283, 0.005, 0.160, 15.000
0.170, 1.846, 13.829, 56.864, 6.283, 0.005, 0.170, 15.000
0.179, 1.916, 14.116, 57.258, 6.283, 0.005, 0.179, 15.000
0.189, 1.988, 14.404, 57.665, 6.283, 0.005, 0.189, 15.000
0.199, 2.062, 14.694, 58.087, 6.283, 0.005, 0.199, 15.000
0.210, 2.137, 14.987, 58.523, 6.283, 0.005, 0.210, 15.000
0.221, 2.213, 15.282, 58.974, 6.283, 0.005, 0.221, 15.000
0.233, 2.291, 15.579, 59.439, 6.283, 0.005, 0.233, 15.000
0.244, 2.370, 15.879, 59.919, 6.283, 0.005, 0.244, 15.000
0.257, 2.451, 16.181, 60.413, 6.283, 0.005, 0.257, 15.000
0.269, 2.534, 16.485, 60.924, 6.283, 0.005, 0.269, 15.000
0.282, 2.618, 16.793, 61.448, 6.283, 0.005, 0.282, 15.000
0.296, 2.703, 17.103, 61.989, 6.283, 0.005, 0.296, 15.000
0.310, 2.790, 17.415, 62.544, 6.283, 0.005, 0.310, 15.000
0.324, 2.879, 17.731, 63.117, 6.283, 0.005, 0.324, 15.000
0.339, 2.969, 18.049, 63.703, 6.283, 0.005, 0.339, 15.000
0.354, 3.061, 18.371, 64.307, 6.283, 0.005, 0.354, 15.000
0.370, 3.155, 18.696, 64.925, 6.283, 0.005, 0.370, 15.000
0.386, 3.250, 19.023, 65.560, 6.283, 0.005, 0.386, 15.000
0.403, 3.346, 19.354, 66.212, 6.283, 0.005, 0.403, 15.000
0.420, 3.445, 19.689, 66.878, 6.283, 0.005, 0.420, 15.000
0.438, 3.545, 20.027, 67.562, 6.283, 0.005, 0.438, 15.000
0.456, 3.647, 20.368, 68.262, 6.283, 0.005, 0.456, 15.000
0.475, 3.750, 20.713, 68.979, 6.283, 0.005, 0.475, 15.000
0.494, 3.856, 21.061, 69.711, 6.282, 0.005, 0.494, 15.000
0.514, 3.963, 21.414, 70.463, 6.282, 0.005, 0.514, 15.000
0.535, 4.072, 21.770, 71.227, 6.282, 0.005, 0.535, 15.000
0.556, 4.182, 22.130, 72.012, 6.282, 0.005, 0.556, 15.000
0.577, 4.295, 22.494, 72.811, 6.282, 0.005, 0.577, 15.000
0.599, 4.409, 22.862, 73.628, 6.282, 0.005, 0.599, 15.000
0.622, 4.525, 23.234, 74.463, 6.282, 0.005, 0.622, 15.000
0.645, 4.643, 23.611, 75.311, 6.282, 0.005, 0.645, 15.000
0.669, 4.763, 23.992, 76.180, 6.282, 0.005, 0.669, 15.000
0.693, 4.885, 24.377, 77.065, 6.282, 0.005, 0.693, 15.000
0.718, 5.009, 24.767, 77.967, 6.282, 0.005, 0.718, 15.000
0.744, 5.135, 25.161, 78.885, 6.282, 0.005, 0.744, 15.000
0.770, 5.263, 25.561, 79.824, 6.282, 0.005, 0.770, 15.000
0.797, 5.392, 25.964, 80.772, 6.281, 0.005, 0.797, 15.000
0.825, 5.524, 26.373, 81.750, 6.281, 0.005, 0.825, 14.999
0.853, 5.658, 26.787, 82.732, 6.281, 0.005, 0.853, 14.999
0.882, 5.794, 27.206, 83.740, 6.281, 0.005, 0.882, 14.999
0.912, 5.932, 27.629, 84.762, 6.281, 0.005, 0.912, 14.999
0.942, 6.073, 28.058, 85.802, 6.281, 0.005, 0.942, 14.999
0.973, 6.215, 28.493, 86.860, 6.281, 0.005, 0.973, 14.999
1.005, 6.360, 28.932, 87.934, 6.280, 0.005, 1.005, 14.999
1.037, 6.507, 29.377, 89.027, 6.280, 0.005, 1.037, 14.999
1.071, 6.656, 29.828, 90.136, 6.280, 0.005, 1.071, 14.999
1.105, 6.807, 30.284, 91.264, 6.280, 0.005, 1.105, 14.999
1.140, 6.961, 30.746, 92.409, 6.280, 0.005, 1.140, 14.999
1.175, 7.117, 31.214, 93.572, 6.279, 0.005, 1.175, 14.998
1.212, 7.275, 31.688, 94.752, 6.279, 0.005, 1.212, 14.998
1.249, 7.436, 32.168, 95.951, 6.279, 0.005, 1.249, 14.998
1.287, 7.600, 32.654, 97.166, 6.279, 0.005, 1.287, 14.998
1.326, 7.765, 33.146, 98.400, 6.279, 0.005, 1.326, 14.998
1.365, 7.934, 33.644, 99.652, 6.278, 0.005, 1.365, 14.998
1.406, 8.104, 34.149, 100.921, 6.278, 0.005, 1.406, 14.997
1.447, 8.278, 34.660, 102.214, 6.278, 0.005, 1.447, 14.997
1.489, 8.453, 35.177, 103.511, 6.277, 0.005, 1.489, 14.997
1.533, 8.632, 35.701, 104.846, 6.277, 0.005, 1.533, 14.997
1.577, 8.813, 36.232, 106.180, 6.277, 0.005, 1.577, 14.996
1.622, 8.997, 36.770, 107.546, 6.276, 0.005, 1.622, 14.996
1.667, 9.184, 37.315, 108.925, 6.276, 0.005, 1.667, 14.996
1.714, 9.373, 37.866, 110.323, 6.276, 0.005, 1.714, 14.996
1.762, 9.565, 38.425, 111.739, 6.275, 0.005, 1.762, 14.995
1.811, 9.760, 38.991, 113.182, 6.275, 0.005, 1.811, 14.995
1.861, 9.958, 39.564, 114.627, 6.274, 0.005, 1.861, 14.994
1.912, 10.159, 40.145, 116.110, 6.274, 0.005, 1.912, 14.994
1.963, 10.362, 40.733, 117.602, 6.274, 0.005, 1.963, 14.993
2.016, 10.569, 41.328, 119.113, 6.273, 0.005, 2.016, 14.993
2.070, 10.778, 41.931, 120.651, 6.273, 0.005, 2.070, 14.992
2.125, 10.991, 42.542, 122.198, 6.272, 0.005, 2.125, 14.992
2.181, 11.207, 43.161, 123.775, 6.271, 0.005, 2.181, 14.991
2.238, 11.426, 43.788, 125.364, 6.271, 0.005, 2.238, 14.990
2.296, 11.648, 44.423, 126.984, 6.270, 0.005, 2.296, 14.990
2.356, 11.873, 45.066, 128.608, 6.270, 0.005, 2.356, 14.989
2.416, 12.102, 45.717, 130.267, 6.269, 0.005, 2.416, 14.988
2.478, 12.334, 46.377, 131.946, 6.268, 0.005, 2.478, 14.987
2.541, 12.569, 47.045, 133.633, 6.268, 0.005, 2.541, 14.986
2.605, 12.808, 47.722, 135.355, 6.267, 0.005, 2.605, 14.985
2.670, 13.050, 48.408, 137.093, 6.266, 0.005, 2.670, 14.984
2.737, 13.295, 49.102, 138.850, 6.266, 0.005, 2.737, 14.983
2.804, 13.544, 49.805, 140.631, 6.265, 0.005, 2.804, 14.982
2.873, 13.797, 50.517, 142.434, 6.264, 0.005, 2.873, 14.980
2.944, 14.053, 51.238, 144.254, 6.263, 0.005, 2.943, 14.979
3.015, 14.313, 51.969, 146.101, 6.262, 0.005, 3.015, 14.978
3.088, 14.576, 52.709, 147.968, 6.261, 0.005, 3.088, 14.976
3.162, 14.844, 53.458, 149.855, 6.260, 0.005, 3.162, 14.974
3.238, 15.115, 54.217, 151.763, 6.260, 0.005, 3.238, 14.973
3.315, 15.390, 54.985, 153.693, 6.259, 0.005, 3.315, 14.971
3.393, 15.669, 55.764, 155.654, 6.257, 0.005, 3.393, 14.969
3.473, 15.951, 56.552, 157.613, 6.256, 0.005, 3.473, 14.967
3.554, 16.238, 57.350, 159.620, 6.255, 0.005, 3.554, 14.965
3.637, 16.529, 58.158, 161.627, 6.254, 0.005, 3.636, 14.962
3.721, 16.824, 58.976, 163.660, 6.253, 0.005, 3.720, 14.960
3.806, 17.123, 59.805, 165.724, 6.252, 0.005, 3.806, 14.957
3.894, 17.426, 60.644, 167.786, 6.251, 0.005, 3.893, 14.954
3.982, 17.733, 61.493, 169.883, 6.249, 0.005, 3.982, 14.951
4.072, 18.045, 62.353, 172.003, 6.248, 0.005, 4.072, 14.948
4.164, 18.361, 63.224, 174.113, 6.247, 0.005, 4.164, 14.945
4.258, 18.682, 64.105, 176.270, 6.245, 0.005, 4.257, 14.941
4.353, 19.007, 64.997, 178.418, 6.244, 0.005, 4.352, 14.938
4.449, 19.336, 65.900, 180.596, 6.242, 0.005, 4.449, 14.934
4.548, 19.670, 66.814, 182.777, 6.241, 0.005, 4.547, 14.930
4.648, 20.009, 67.739, 184.973, 6.239, 0.005, 4.647, 14.925
4.750, 20.352, 68.675, 187.180, 6.237, 0.005, 4.748, 14.921
4.853, 20.701, 69.622, 189.372, 6.236, 0.005, 4.852, 14.916
4.958, 21.053, 70.580, 191.611, 6.234, 0.005, 4.957, 14.911
5.065, 21.411, 71.549, 193.818, 6.232, 0.005, 5.064, 14.905
5.174, 21.774, 72.529, 196.025, 6.230, 0.005, 5.173, 14.900
5.285, 22.141, 73.520, 198.249, 6.228, 0.005, 5.283, 14.894
5.398, 22.514, 74.522, 200.449, 6.226, 0.005, 5.396, 14.887
5.512, 22.892, 75.536, 202.647, 6.224, 0.005, 5.510, 14.881
5.628, 23.275, 76.560, 204.821, 6.222, 0.005, 5.626, 14.874
5.747, 23.663, 77.595, 206.996, 6.220, 0.005, 5.744, 14.867
5.867, 24.056, 78.640, 209.111, 6.218, 0.005, 5.864, 14.859
5.989, 24.454, 79.696, 211.243, 6.215, 0.005, 5.986, 14.851
6.114, 24.858, 80.763, 213.301, 6.213, 0.005, 6.110, 14.842
6.240, 25.267, 81.840, 215.336, 6.211, 0.005, 6.236, 14.833
6.368, 25.682, 82.926, 217.323, 6.208, 0.005, 6.364, 14.824
6.499, 26.102, 84.023, 219.262, 6.206, 0.005, 6.494, 14.814
6.631, 26.528, 85.128, 221.113, 6.203, 0.005, 6.627, 14.803
6.766, 26.959, 86.243, 222.916, 6.200, 0.005, 6.761, 14.792
6.903, 27.396, 87.366, 224.638, 6.198, 0.005, 6.897, 14.781
7.042, 27.838, 88.497, 226.268, 6.195, 0.005, 7.036, 14.769
7.184, 28.286, 89.636, 227.777, 6.192, 0.005, 7.177, 14.756
7.328, 28.740, 90.782, 229.204, 6.189, 0.005, 7.320, 14.743
7.474, 29.200, 91.935, 230.505, 6.186, 0.005, 7.465, 14.729
7.622, 29.665, 93.093, 231.636, 6.183, 0.005, 7.613, 14.714
7.773, 30.137, 94.256, 232.653, 6.179, 0.005, 7.763, 14.698
7.926, 30.614, 95.424, 233.490, 6.176, 0.005, 7.915, 14.682
8.081, 31.097, 96.594, 234.146, 6.173, 0.005, 8.070, 14.665
8.239, 31.586, 97.767, 234.607, 6.169, 0.005, 8.226, 14.648
8.399, 32.080, 98.942, 234.862, 6.166, 0.005, 8.386, 14.629
8.562, 32.580, 99.927, 197.090, 6.162, 0.005, 8.548, 14.610
8.728, 33.083, 100.718, 158.222, 6.158, 0.005, 8.712, 14.589
8.896, 33.591, 101.500, 156.272, 6.154, 0.005, 8.878, 14.568
9.066, 34.102, 102.270, 154.011, 6.150, 0.005, 9.047, 14.546
9.239, 34.617, 103.027, 151.422, 6.146, 0.005, 9.219, 14.523
9.415, 35.136, 103.769, 148.508, 6.142, 0.005, 9.393, 14.498
9.593, 35.659, 104.495, 145.203, 6.138, 0.005, 9.569, 14.473
9.774, 36.185, 105.203, 141.528, 6.134, 0.005, 9.748, 14.446
9.958, 36.714, 105.890, 137.427, 6.129, 0.005, 9.930, 14.419
10.144, 37.247, 106.555, 132.917, 6.125, 0.005, 10.114, 14.390
10.333, 37.783, 107.194, 127.923, 6.120, 0.005, 10.300, 14.359
10.524, 38.322, 107.807, 122.482, 6.115, 0.005, 10.489, 14.328
10.719, 38.864, 108.389, 116.519, 6.110, 0.005, 10.681, 14.295
10.916, 39.409, 108.940, 110.067, 6.105, 0.005, 10.875, 14.260
11.116, 39.956, 109.455, 103.021, 6.100, 0.005, 11.071, 14.225
11.318, 40.506, 109.932, 95.450, 6.095, 0.005, 11.270, 14.187
11.523, 41.057, 110.368, 87.296, 6.090, 0.005, 11.472, 14.148
11.732, 41.611, 110.761, 78.484, 6.085, 0.005, 11.676, 14.108
11.942, 42.167, 111.106, 69.096, 6.079, 0.005, 11.883, 14.066
12.156, 42.724, 111.402, 59.044, 6.074, 0.005, 12.092, 14.022
12.372, 43.282, 111.643, 48.315, 6.068, 0.005, 12.303, 13.976
12.592, 43.841, 111.828, 36.927, 6.062, 0.005, 12.517, 13.929
12.814, 44.401, 111.952, 24.821, 6.056, 0.005, 12.734, 13.879
13.038, 44.961, 112.012, 12.049, 6.050, 0.005, 12.952, 13.828
13.266, 45.521, 112.005, -1.478, 6.044, 0.005, 13.174, 13.775
