Position,Velocity,Acceleration,Jerk,Heading,DeltaTime,X,Y
105.097, 35.307, -134.607, 65.684, 5.438, 0.005, 88.972, -30.779
105.270, 34.636, -134.276, 66.124, 5.441, 0.005, 89.087, -30.908
105.440, 33.966, -133.939, 67.346, 5.445, 0.005, 89.200, -31.034
105.606, 33.298, -133.593, 69.352, 5.449, 0.005, 89.312, -31.158
105.769, 32.632, -133.232, 72.170, 5.452, 0.005, 89.421, -31.279
105.929, 31.967, -132.853, 75.804, 5.457, 0.005, 89.529, -31.396
106.086, 31.305, -132.451, 80.295, 5.461, 0.005, 89.636, -31.511
106.239, 30.645, -132.023, 85.628, 5.465, 0.005, 89.740, -31.623
106.389, 29.987, -131.564, 91.839, 5.470, 0.005, 89.843, -31.733
106.536, 29.332, -131.069, 98.925, 5.474, 0.005, 89.944, -31.839
106.679, 28.679, -130.535, 106.900, 5.479, 0.005, 90.043, -31.943
106.819, 28.029, -129.956, 115.762, 5.484, 0.005, 90.141, -32.043
106.956, 27.383, -129.328, 125.519, 5.489, 0.005, 90.236, -32.141
107.090, 26.740, -128.648, 136.162, 5.495, 0.005, 90.330, -32.236
107.220, 26.100, -127.909, 147.692, 5.500, 0.005, 90.423, -32.328
107.348, 25.465, -127.109, 160.090, 5.506, 0.005, 90.513, -32.418
107.472, 24.833, -126.242, 173.345, 5.512, 0.005, 90.602, -32.505
107.593, 24.207, -125.305, 187.439, 5.518, 0.005, 90.689, -32.589
107.711, 23.585, -124.293, 202.331, 5.524, 0.005, 90.774, -32.670
107.825, 22.969, -123.203, 218.012, 5.530, 0.005, 90.858, -32.749
107.937, 22.359, -122.031, 234.420, 5.536, 0.005, 90.939, -32.826
108.046, 21.755, -120.773, 251.532, 5.543, 0.005, 91.020, -32.899
108.152, 21.158, -119.427, 269.280, 5.549, 0.005, 91.098, -32.970
108.255, 20.568, -117.989, 287.612, 5.556, 0.005, 91.174, -33.039
108.355, 19.986, -116.456, 306.468, 5.563, 0.005, 91.249, -33.105
108.452, 19.412, -114.828, 325.771, 5.570, 0.005, 91.323, -33.169
108.546, 18.846, -113.100, 345.447, 5.577, 0.005, 91.394, -33.230
108.637, 18.290, -111.273, 365.408, 5.585, 0.005, 91.464, -33.289
108.726, 17.743, -109.346, 385.562, 5.592, 0.005, 91.532, -33.346
108.812, 17.207, -107.316, 405.822, 5.599, 0.005, 91.598, -33.401
108.896, 16.681, -105.186, 426.072, 5.607, 0.005, 91.663, -33.453
108.976, 16.166, -102.955, 446.220, 5.615, 0.005, 91.727, -33.503
109.055, 15.663, -100.624, 466.137, 5.623, 0.005, 91.788, -33.552
109.131, 15.172, -98.196, 485.727, 5.631, 0.005, 91.848, -33.598
109.204, 14.693, -95.671, 504.859, 5.639, 0.005, 91.907, -33.642
109.275, 14.228, -93.054, 523.418, 5.647, 0.005, 91.964, -33.685
109.344, 13.776, -90.348, 541.287, 5.655, 0.005, 92.019, -33.726
109.411, 13.339, -87.556, 558.344, 5.663, 0.005, 92.074, -33.765
109.475, 12.915, -84.684, 574.472, 5.671, 0.005, 92.126, -33.802
109.538, 12.507, -81.736, 589.556, 5.680, 0.005, 92.178, -33.838
109.598, 12.113, -78.719, 603.483, 5.688, 0.005, 92.228, -33.872
109.657, 11.735, -75.638, 616.154, 5.697, 0.005, 92.276, -33.905
109.714, 11.372, -72.500, 627.462, 5.705, 0.005, 92.324, -33.936
109.769, 11.026, -69.314, 637.321, 5.714, 0.005, 92.370, -33.966
109.823, 10.695, -66.086, 645.648, 5.723, 0.005, 92.415, -33.994
109.874, 10.381, -62.824, 652.364, 5.731, 0.005, 92.459, -34.022
109.925, 10.083, -59.537, 657.414, 5.740, 0.005, 92.502, -34.048
109.974, 9.802, -56.233, 660.744, 5.749, 0.005, 92.545, -34.073
110.022, 9.538, -52.921, 662.314, 5.757, 0.005, 92.586, -34.097
110.068, 9.290, -49.611, 662.098, 5.766, 0.005, 92.626, -34.120
110.113, 9.058, -46.311, 660.084, 5.775, 0.005, 92.665, -34.143
110.157, 8.843, -43.029, 656.270, 5.784, 0.005, 92.704, -34.164
110.201, 8.644, -39.776, 650.669, 5.792, 0.005, 92.742, -34.184
110.243, 8.461, -36.559, 643.307, 5.801, 0.005, 92.780, -34.204
110.284, 8.294, -33.388, 634.222, 5.810, 0.005, 92.816, -34.223
110.325, 8.143, -30.271, 623.462, 5.818, 0.005, 92.853, -34.242
110.365, 8.007, -27.204, 613.468, 5.827, 0.005, 92.889, -34.260
110.405, 7.886, -24.177, 605.300, 5.836, 0.005, 92.924, -34.277
110.444, 7.780, -21.211, 593.202, 5.844, 0.005, 92.959, -34.293
110.482, 7.688, -18.329, 576.387, 5.853, 0.005, 92.994, -34.310
110.520, 7.611, -15.537, 558.500, 5.861, 0.005, 93.029, -34.325
110.558, 7.547, -12.838, 539.639, 5.870, 0.005, 93.063, -34.341
110.595, 7.495, -10.239, 519.904, 5.878, 0.005, 93.098, -34.356
110.633, 7.457, -7.742, 499.398, 5.886, 0.005, 93.132, -34.370
110.670, 7.430, -5.351, 478.228, 5.895, 0.005, 93.166, -34.384
110.707, 7.415, -3.068, 456.496, 5.903, 0.005, 93.201, -34.398
110.744, 7.410, -0.897, 434.311, 5.911, 0.005, 93.235, -34.412
110.781, 7.416, 1.162, 411.774, 5.919, 0.005, 93.270, -34.425
110.818, 7.431, 3.107, 388.988, 5.927, 0.005, 93.304, -34.438
110.855, 7.456, 4.937, 366.051, 5.935, 0.005, 93.339, -34.451
110.893, 7.489, 6.653, 343.058, 5.942, 0.005, 93.375, -34.464
110.930, 7.531, 8.253, 320.099, 5.950, 0.005, 93.410, -34.476
110.968, 7.579, 9.739, 297.259, 5.957, 0.005, 93.446, -34.489
111.007, 7.635, 11.113, 274.622, 5.965, 0.005, 93.482, -34.501
111.045, 7.697, 12.374, 252.260, 5.972, 0.005, 93.519, -34.513
111.084, 7.764, 13.525, 230.241, 5.980, 0.005, 93.556, -34.524
111.123, 7.837, 14.568, 208.630, 5.987, 0.005, 93.593, -34.536
111.163, 7.915, 15.506, 187.483, 5.994, 0.005, 93.631, -34.547
111.203, 7.996, 16.340, 166.852, 6.001, 0.005, 93.669, -34.559
111.243, 8.082, 17.074, 146.780, 6.008, 0.005, 93.708, -34.570
111.284, 8.170, 17.710, 127.309, 6.014, 0.005, 93.748, -34.581
111.325, 8.262, 18.253, 108.464, 6.021, 0.005, 93.788, -34.592
111.367, 8.355, 18.704, 90.283, 6.028, 0.005, 93.828, -34.602
111.409, 8.450, 19.068, 72.783, 6.034, 0.005, 93.869, -34.613
111.452, 8.547, 19.348, 55.975, 6.040, 0.005, 93.910, -34.623
111.495, 8.645, 19.547, 39.882, 6.046, 0.005, 93.952, -34.633
111.539, 8.743, 19.670, 24.508, 6.053, 0.005, 93.995, -34.644
111.583, 8.842, 19.719, 9.846, 6.059, 0.005, 94.038, -34.654
111.628, 8.940, 19.699, -4.086, 6.064, 0.005, 94.081, -34.663
111.673, 9.038, 19.612, -17.303, 6.070, 0.005, 94.126, -34.673
111.719, 9.136, 19.463, -29.817, 6.076, 0.005, 94.170, -34.683
111.765, 9.232, 19.255, -41.623, 6.081, 0.005, 94.216, -34.692
111.811, 9.327, 18.991, -52.743, 6.087, 0.005, 94.261, -34.701
111.859, 9.420, 18.675, -63.193, 6.092, 0.005, 94.307, -34.710
111.906, 9.512, 18.310, -72.982, 6.097, 0.005, 94.354, -34.719
111.954, 9.601, 17.900, -82.132, 6.102, 0.005, 94.401, -34.728
112.003, 9.689, 17.446, -90.664, 6.107, 0.005, 94.449, -34.737
112.051, 9.773, 16.953, -98.594, 6.112, 0.005, 94.497, -34.745
112.101, 9.856, 16.424, -105.943, 6.117, 0.005, 94.546, -34.753
112.150, 9.935, 15.860, -112.742, 6.122, 0.005, 94.595, -34.761
112.200, 10.011, 15.265, -118.997, 6.126, 0.005, 94.644, -34.769
112.251, 10.084, 14.641, -124.747, 6.131, 0.005, 94.694, -34.777
112.302, 10.154, 13.991, -130.008, 6.135, 0.005, 94.744, -34.785
112.353, 10.221, 13.317, -134.791, 6.140, 0.005, 94.795, -34.792
112.404, 10.284, 12.621, -139.144, 6.144, 0.005, 94.846, -34.799
112.456, 10.344, 11.906, -143.065, 6.148, 0.005, 94.897, -34.806
112.508, 10.399, 11.173, -146.585, 6.152, 0.005, 94.948, -34.813
112.560, 10.451, 10.425, -149.736, 6.156, 0.005, 95.000, -34.820
112.613, 10.500, 9.662, -152.513, 6.160, 0.005, 95.052, -34.827
112.665, 10.544, 8.887, -154.965, 6.163, 0.005, 95.105, -34.833
112.718, 10.585, 8.102, -157.092, 6.167, 0.005, 95.157, -34.839
112.771, 10.621, 7.333, -153.828, 6.171, 0.005, 95.210, -34.845
112.825, 10.655, 6.621, -142.364, 6.174, 0.005, 95.263, -34.851
112.878, 10.684, 5.946, -134.997, 6.177, 0.005, 95.316, -34.857
112.932, 10.711, 5.272, -134.666, 6.181, 0.005, 95.369, -34.862
112.985, 10.734, 4.602, -134.125, 6.184, 0.005, 95.423, -34.868
113.039, 10.753, 3.935, -133.391, 6.187, 0.005, 95.476, -34.873
113.093, 10.770, 3.272, -132.484, 6.190, 0.005, 95.530, -34.878
113.147, 10.783, 2.615, -131.417, 6.193, 0.005, 95.584, -34.883
113.201, 10.793, 1.964, -130.206, 6.196, 0.005, 95.637, -34.888
113.255, 10.799, 1.320, -128.864, 6.199, 0.005, 95.691, -34.893
113.309, 10.803, 0.683, -127.402, 6.201, 0.005, 95.745, -34.897
113.363, 10.803, 0.054, -125.834, 6.204, 0.005, 95.799, -34.901
113.417, 10.800, -0.567, -124.170, 6.207, 0.005, 95.853, -34.906
113.471, 10.794, -1.179, -122.420, 6.209, 0.005, 95.906, -34.910
113.525, 10.785, -1.782, -120.593, 6.212, 0.005, 95.960, -34.914
113.579, 10.773, -2.376, -118.698, 6.214, 0.005, 96.014, -34.917
113.632, 10.759, -2.959, -116.744, 6.216, 0.005, 96.068, -34.921
113.686, 10.741, -3.533, -114.742, 6.219, 0.005, 96.121, -34.925
113.740, 10.720, -4.097, -112.689, 6.221, 0.005, 96.175, -34.928
113.793, 10.697, -4.650, -110.603, 6.223, 0.005, 96.228, -34.931
113.846, 10.671, -5.192, -108.479, 6.225, 0.005, 96.281, -34.934
113.900, 10.643, -5.724, -106.334, 6.227, 0.005, 96.334, -34.937
113.953, 10.611, -6.244, -104.162, 6.229, 0.005, 96.387, -34.940
114.006, 10.578, -6.754, -101.983, 6.231, 0.005, 96.440, -34.943
114.058, 10.541, -7.253, -99.772, 6.233, 0.005, 96.493, -34.946
114.111, 10.503, -7.741, -97.572, 6.235, 0.005, 96.545, -34.948
114.163, 10.461, -8.218, -95.354, 6.236, 0.005, 96.598, -34.951
114.215, 10.418, -8.684, -93.139, 6.238, 0.005, 96.650, -34.953
114.267, 10.372, -9.138, -90.922, 6.240, 0.005, 96.701, -34.956
114.319, 10.324, -9.582, -88.710, 6.241, 0.005, 96.753, -34.958
114.370, 10.274, -10.014, -86.499, 6.243, 0.005, 96.804, -34.960
114.421, 10.222, -10.436, -84.305, 6.244, 0.005, 96.855, -34.962
114.472, 10.168, -10.846, -82.113, 6.246, 0.005, 96.906, -34.964
114.523, 10.112, -11.246, -79.927, 6.247, 0.005, 96.957, -34.966
114.573, 10.054, -11.635, -77.772, 6.248, 0.005, 97.007, -34.968
114.623, 9.994, -12.013, -75.612, 6.250, 0.005, 97.057, -34.969
114.673, 9.932, -12.380, -73.476, 6.251, 0.005, 97.106, -34.971
114.722, 9.868, -12.737, -71.357, 6.252, 0.005, 97.156, -34.972
114.771, 9.803, -13.083, -69.257, 6.253, 0.005, 97.205, -34.974
114.820, 9.735, -13.419, -67.164, 6.255, 0.005, 97.253, -34.975
114.868, 9.667, -13.745, -65.108, 6.256, 0.005, 97.302, -34.977
114.916, 9.596, -14.060, -63.051, 6.257, 0.005, 97.350, -34.978
114.963, 9.525, -14.365, -61.034, 6.258, 0.005, 97.397, -34.979
115.011, 9.451, -14.660, -59.020, 6.259, 0.005, 97.445, -34.980
115.058, 9.377, -14.945, -57.041, 6.260, 0.005, 97.491, -34.982
115.104, 9.300, -15.221, -55.070, 6.261, 0.005, 97.538, -34.983
115.150, 9.223, -15.486, -53.134, 6.262, 0.005, 97.584, -34.984
115.196, 9.144, -15.742, -51.204, 6.263, 0.005, 97.630, -34.985
115.241, 9.064, -15.989, -49.309, 6.264, 0.005, 97.675, -34.985
115.286, 8.983, -16.226, -47.428, 6.264, 0.005, 97.720, -34.986
115.331, 8.901, -16.454, -45.568, 6.265, 0.005, 97.764, -34.987
115.375, 8.818, -16.673, -43.738, 6.266, 0.005, 97.809, -34.988
115.418, 8.733, -16.882, -41.916, 6.267, 0.005, 97.852, -34.989
115.462, 8.648, -17.083, -40.128, 6.267, 0.005, 97.895, -34.989
115.504, 8.561, -17.275, -38.353, 6.268, 0.005, 97.938, -34.990
115.547, 8.474, -17.458, -36.609, 6.269, 0.005, 97.981, -34.991
115.589, 8.386, -17.632, -34.871, 6.269, 0.005, 98.023, -34.991
115.630, 8.297, -17.798, -33.169, 6.270, 0.005, 98.064, -34.992
115.671, 8.207, -17.955, -31.481, 6.271, 0.005, 98.105, -34.992
115.712, 8.117, -18.104, -29.813, 6.271, 0.005, 98.146, -34.993
115.752, 8.025, -18.245, -28.170, 6.272, 0.005, 98.186, -34.993
115.792, 7.934, -18.378, -26.542, 6.272, 0.005, 98.225, -34.994
115.831, 7.841, -18.503, -24.937, 6.273, 0.005, 98.265, -34.994
115.870, 7.748, -18.619, -23.355, 6.273, 0.005, 98.303, -34.995
115.908, 7.654, -18.728, -21.790, 6.274, 0.005, 98.342, -34.995
115.946, 7.560, -18.829, -20.243, 6.274, 0.005, 98.379, -34.995
115.983, 7.466, -18.923, -18.716, 6.275, 0.005, 98.417, -34.996
116.020, 7.370, -19.009, -17.218, 6.275, 0.005, 98.454, -34.996
116.056, 7.275, -19.088, -15.724, 6.275, 0.005, 98.490, -34.996
116.092, 7.179, -19.159, -14.261, 6.276, 0.005, 98.526, -34.996
116.128, 7.083, -19.223, -12.812, 6.276, 0.005, 98.561, -34.997
116.163, 6.987, -19.280, -11.387, 6.277, 0.005, 98.596, -34.997
116.197, 6.890, -19.330, -9.971, 6.277, 0.005, 98.631, -34.997
116.231, 6.793, -19.373, -8.586, 6.277, 0.005, 98.665, -34.997
116.264, 6.696, -19.409, -7.208, 6.278, 0.005, 98.698, -34.998
116.297, 6.599, -19.438, -5.858, 6.278, 0.005, 98.731, -34.998
116.330, 6.502, -19.461, -4.522, 6.278, 0.005, 98.764, -34.998
116.362, 6.404, -19.477, -3.204, 6.278, 0.005, 98.796, -34.998
116.393, 6.307, -19.486, -1.905, 6.279, 0.005, 98.827, -34.998
116.425, 6.209, -19.489, -0.625, 6.279, 0.005, 98.858, -34.998
116.455, 6.112, -19.486, 0.637, 6.279, 0.005, 98.889, -34.999
116.485, 6.015, -19.477, 1.882, 6.279, 0.005, 98.919, -34.999
116.515, 5.917, -19.461, 3.111, 6.280, 0.005, 98.948, -34.999
116.544, 5.820, -19.440, 4.315, 6.280, 0.005, 98.978, -34.999
116.572, 5.723, -19.412, 5.510, 6.280, 0.005, 99.006, -34.999
116.601, 5.626, -19.379, 6.682, 6.280, 0.005, 99.034, -34.999
116.628, 5.529, -19.340, 7.836, 6.280, 0.005, 99.062, -34.999
116.655, 5.433, -19.295, 8.978, 6.280, 0.005, 99.089, -34.999
116.682, 5.337, -19.244, 10.092, 6.281, 0.005, 99.116, -34.999
116.708, 5.241, -19.188, 11.201, 6.281, 0.005, 99.142, -34.999
116.734, 5.145, -19.127, 12.283, 6.281, 0.005, 99.168, -34.999
116.759, 5.050, -19.060, 13.350, 6.281, 0.005, 99.193, -34.999
116.784, 4.955, -18.988, 14.403, 6.281, 0.005, 99.218, -34.999
116.808, 4.860, -18.911, 15.434, 6.281, 0.005, 99.242, -35.000
116.832, 4.766, -18.829, 16.450, 6.281, 0.005, 99.266, -35.000
116.856, 4.673, -18.741, 17.448, 6.282, 0.005, 99.289, -35.000
116.878, 4.579, -18.649, 18.430, 6.282, 0.005, 99.312, -35.000
116.901, 4.487, -18.552, 19.393, 6.282, 0.005, 99.335, -35.000
116.923, 4.394, -18.451, 20.338, 6.282, 0.005, 99.357, -35.000
116.944, 4.303, -18.344, 21.271, 6.282, 0.005, 99.378, -35.000
116.965, 4.211, -18.233, 22.178, 6.282, 0.005, 99.399, -35.000
116.986, 4.121, -18.118, 23.077, 6.282, 0.005, 99.420, -35.000
117.006, 4.031, -17.998, 23.953, 6.282, 0.005, 99.440, -35.000
117.026, 3.941, -17.874, 24.815, 6.282, 0.005, 99.460, -35.000
117.045, 3.853, -17.746, 25.657, 6.282, 0.005, 99.479, -35.000
117.064, 3.765, -17.613, 26.487, 6.282, 0.005, 99.498, -35.000
117.082, 3.677, -17.477, 27.294, 6.282, 0.005, 99.516, -35.000
117.100, 3.591, -17.336, 28.089, 6.282, 0.005, 99.534, -35.000
117.118, 3.505, -17.192, 28.864, 6.283, 0.005, 99.552, -35.000
117.135, 3.419, -17.044, 29.624, 6.283, 0.005, 99.569, -35.000
117.152, 3.335, -16.892, 30.368, 6.283, 0.005, 99.585, -35.000
117.168, 3.251, -16.737, 31.093, 6.283, 0.005, 99.602, -35.000
117.184, 3.168, -16.578, 31.804, 6.283, 0.005, 99.617, -35.000
117.199, 3.086, -16.415, 32.497, 6.283, 0.005, 99.633, -35.000
117.214, 3.005, -16.249, 33.174, 6.283, 0.005, 99.648, -35.000
117.229, 2.925, -16.080, 33.834, 6.283, 0.005, 99.662, -35.000
117.243, 2.845, -15.908, 34.480, 6.283, 0.005, 99.677, -35.000
117.257, 2.766, -15.732, 35.107, 6.283, 0.005, 99.691, -35.000
117.270, 2.689, -15.554, 35.721, 6.283, 0.005, 99.704, -35.000
117.283, 2.612, -15.372, 36.316, 6.283, 0.005, 99.717, -35.000
117.296, 2.536, -15.188, 36.898, 6.283, 0.005, 99.730, -35.000
117.308, 2.461, -15.000, 37.462, 6.283, 0.005, 99.742, -35.000
117.320, 2.387, -14.810, 38.013, 6.283, 0.005, 99.754, -35.000
117.332, 2.314, -14.617, 38.546, 6.283, 0.005, 99.766, -35.000
117.343, 2.242, -14.422, 39.065, 6.283, 0.005, 99.777, -35.000
117.354, 2.171, -14.224, 39.568, 6.283, 0.005, 99.788, -35.000
117.364, 2.100, -14.024, 40.058, 6.283, 0.005, 99.798, -35.000
117.375, 2.031, -13.821, 40.531, 6.283, 0.005, 99.808, -35.000
117.384, 1.963, -13.616, 40.991, 6.283, 0.005, 99.818, -35.000
117.394, 1.896, -13.409, 41.435, 6.283, 0.005, 99.828, -35.000
117.403, 1.830, -13.200, 41.865, 6.283, 0.005, 99.837, -35.000
117.412, 1.765, -12.988, 42.282, 6.283, 0.005, 99.846, -35.000
117.420, 1.701, -12.775, 42.683, 6.283, 0.005, 99.854, -35.000
117.428, 1.639, -12.560, 43.072, 6.283, 0.005, 99.862, -35.000
117.436, 1.577, -12.342, 43.446, 6.283, 0.005, 99.870, -35.000
117.444, 1.516, -12.123, 43.807, 6.283, 0.005, 99.878, -35.000
117.451, 1.457, -11.903, 44.155, 6.283, 0.005, 99.885, -35.000
117.458, 1.398, -11.680, 44.490, 6.283, 0.005, 99.892, -35.000
117.465, 1.341, -11.456, 44.812, 6.283, 0.005, 99.899, -35.000
117.471, 1.285, -11.231, 45.121, 6.283, 0.005, 99.905, -35.000
117.478, 1.230, -11.003, 45.418, 6.283, 0.005, 99.911, -35.000
117.483, 1.176, -10.775, 45.702, 6.283, 0.005, 99.917, -35.000
117.489, 1.123, -10.545, 45.974, 6.283, 0.005, 99.923, -35.000
117.494, 1.072, -10.314, 46.235, 6.283, 0.005, 99.928, -35.000
117.499, 1.021, -10.081, 46.484, 6.283, 0.005, 99.933, -35.000
117.504, 0.972, -9.848, 46.721, 6.283, 0.005, 99.938, -35.000
117.509, 0.924, -9.613, 46.948, 6.283, 0.005, 99.943, -35.000
117.513, 0.877, -9.377, 47.163, 6.283, 0.005, 99.947, -35.000
117.518, 0.831, -9.140, 47.368, 6.283, 0.005, 99.951, -35.000
117.521, 0.787, -8.903, 47.563, 6.283, 0.005, 99.955, -35.000
117.525, 0.744, -8.664, 47.747, 6.283, 0.005, 99.959, -35.000
117.529, 0.701, -8.424, 47.922, 6.283, 0.005, 99.962, -35.000
117.532, 0.660, -8.184, 48.087, 6.283, 0.005, 99.966, -35.000
117.535, 0.621, -7.943, 48.242, 6.283, 0.005, 99.969, -35.000
117.538, 0.582, -7.701, 48.388, 6.283, 0.005, 99.972, -35.000
117.541, 0.545, -7.458, 48.526, 6.283, 0.005, 99.974, -35.000
117.543, 0.509, -7.215, 48.655, 6.283, 0.005, 99.977, -35.000
117.546, 0.474, -6.971, 48.775, 6.283, 0.005, 99.979, -35.000
117.548, 0.440, -6.727, 48.888, 6.283, 0.005, 99.982, -35.000
117.550, 0.408, -6.482, 48.993, 6.283, 0.005, 99.984, -35.000
117.552, 0.377, -6.236, 49.090, 6.283, 0.005, 99.985, -35.000
117.553, 0.347, -5.990, 49.180, 6.283, 0.005, 99.987, -35.000
117.555, 0.318, -5.744, 49.263, 6.283, 0.005, 99.989, -35.000
117.557, 0.291, -5.497, 49.339, 6.283, 0.005, 99.990, -35.000
117.558, 0.264, -5.250, 49.409, 6.283, 0.005, 99.992, -35.000
117.559, 0.239, -5.003, 49.473, 6.283, 0.005, 99.993, -35.000
117.560, 0.216, -4.755, 49.530, 6.283, 0.005, 99.994, -35.000
117.561, 0.193, -4.507, 49.583, 6.283, 0.005, 99.995, -35.000
117.562, 0.172, -4.259, 49.629, 6.283, 0.005, 99.996, -35.000
117.563, 0.152, -4.011, 49.671, 6.283, 0.005, 99.996, -35.000
117.563, 0.133, -3.762, 49.709, 6.283, 0.005, 99.997, -35.000
117.564, 0.115, -3.513, 49.741, 6.283, 0.005, 99.998, -35.000
117.564, 0.099, -3.265, 49.770, 6.283, 0.005, 99.998, -35.000
117.565, 0.084, -3.016, 49.794, 6.283, 0.005, 99.999, -35.000
117.565, 0.070, -2.767, 49.815, 6.283, 0.005, 99.999, -35.000
117.565, 0.058, -2.517, 49.833, 6.283, 0.005, 99.999, -35.000
117.566, 0.046, -2.268, 49.848, 6.283, 0.005, 99.999, -35.000
117.566, 0.036, -2.019, 49.860, 6.283, 0.005, 100.000, -35.000
117.566, 0.027, -1.770, 49.869, 6.283, 0.005, 100.000, -35.000
117.566, 0.020, -1.520, 49.876, 6.283, 0.005, 100.000, -35.000
117.566, 0.013, -1.271, 49.882, 6.283, 0.005, 100.000, -35.000
117.566, 0.008, -1.021, 49.886, 6.283, 0.005, 100.000, -35.000
117.566, 0.004, -0.772, 49.888, 6.283, 0.005, 100.000, -35.000
117.566, 0.002, -0.522, 49.889, 6.283, 0.005, 100.000, -35.000
117.566, 0.000, -0.273, 49.890, 0.000, 0.005, 100.000, -35.000
117.566, 0.000, -0.074, 39.771, 0.000, 0.005, 100.000, -35.000
