Position,Velocity,Acceleration,Jerk,Heading,DeltaTime,X,Y
32.720, 42.910, 32.470, 0.085, 5.880, 0.005, 31.950, -20.554
32.936, 43.073, 32.465, -1.021, 5.878, 0.005, 32.148, -20.639
33.152, 43.235, 32.455, -2.121, 5.876, 0.005, 32.347, -20.724
33.369, 43.397, 32.439, -3.225, 5.874, 0.005, 32.546, -20.810
33.586, 43.559, 32.417, -4.326, 5.872, 0.005, 32.746, -20.897
33.805, 43.721, 32.390, -5.421, 5.870, 0.005, 32.946, -20.985
34.024, 43.883, 32.357, -6.516, 5.868, 0.005, 33.147, -21.073
34.245, 44.044, 32.319, -7.603, 5.867, 0.005, 33.348, -21.162
34.466, 44.206, 32.276, -8.687, 5.865, 0.005, 33.550, -21.251
34.688, 44.367, 32.227, -9.767, 5.863, 0.005, 33.753, -21.342
34.910, 44.528, 32.173, -10.834, 5.861, 0.005, 33.956, -21.433
35.134, 44.688, 32.113, -11.905, 5.860, 0.005, 34.160, -21.524
35.358, 44.849, 32.048, -12.957, 5.858, 0.005, 34.364, -21.617
35.583, 45.009, 31.978, -14.009, 5.856, 0.005, 34.569, -21.710
35.809, 45.168, 31.903, -15.051, 5.855, 0.005, 34.775, -21.803
36.035, 45.327, 31.823, -16.082, 5.853, 0.005, 34.981, -21.898
36.263, 45.486, 31.737, -17.106, 5.852, 0.005, 35.187, -21.993
36.491, 45.644, 31.647, -18.120, 5.850, 0.005, 35.395, -22.088
36.720, 45.802, 31.551, -19.125, 5.849, 0.005, 35.603, -22.184
36.950, 45.959, 31.450, -20.119, 5.847, 0.005, 35.811, -22.281
37.180, 46.116, 31.345, -21.104, 5.846, 0.005, 36.020, -22.379
37.412, 46.272, 31.235, -22.078, 5.845, 0.005, 36.229, -22.477
37.644, 46.428, 31.119, -23.044, 5.843, 0.005, 36.439, -22.576
37.877, 46.583, 30.999, -23.994, 5.842, 0.005, 36.650, -22.675
38.111, 46.737, 30.875, -24.943, 5.841, 0.005, 36.861, -22.775
38.345, 46.891, 30.745, -25.871, 5.840, 0.005, 37.073, -22.876
38.580, 47.044, 30.611, -26.796, 5.838, 0.005, 37.286, -22.977
38.816, 47.196, 30.473, -27.707, 5.837, 0.005, 37.499, -23.078
39.053, 47.348, 30.330, -28.609, 5.836, 0.005, 37.712, -23.180
39.290, 47.499, 30.182, -29.501, 5.835, 0.005, 37.926, -23.283
39.529, 47.649, 30.030, -30.380, 5.834, 0.005, 38.141, -23.387
39.768, 47.798, 29.874, -31.253, 5.833, 0.005, 38.356, -23.490
40.007, 47.947, 29.713, -32.116, 5.832, 0.005, 38.572, -23.595
40.248, 48.095, 29.549, -32.966, 5.832, 0.005, 38.788, -23.700
40.489, 48.241, 29.380, -33.809, 5.831, 0.005, 39.005, -23.805
40.731, 48.387, 29.206, -34.644, 5.830, 0.005, 39.223, -23.911
40.974, 48.533, 29.029, -35.468, 5.829, 0.005, 39.441, -24.017
41.217, 48.677, 28.848, -36.284, 5.828, 0.005, 39.660, -24.124
41.461, 48.820, 28.662, -37.093, 5.828, 0.005, 39.879, -24.231
41.706, 48.962, 28.473, -37.893, 5.827, 0.005, 40.099, -24.339
41.951, 49.104, 28.279, -38.687, 5.827, 0.005, 40.319, -24.447
42.198, 49.244, 28.082, -39.473, 5.826, 0.005, 40.540, -24.556
42.445, 49.384, 27.881, -40.252, 5.826, 0.005, 40.762, -24.665
42.692, 49.522, 27.675, -41.025, 5.825, 0.005, 40.984, -24.774
42.941, 49.659, 27.467, -41.793, 5.825, 0.005, 41.206, -24.884
43.190, 49.796, 27.254, -42.556, 5.824, 0.005, 41.430, -24.994
43.439, 49.931, 27.037, -43.312, 5.824, 0.005, 41.654, -25.105
43.690, 50.065, 26.817, -44.066, 5.824, 0.005, 41.878, -25.216
43.940, 50.198, 26.593, -44.815, 5.823, 0.005, 42.103, -25.327
44.192, 50.330, 26.365, -45.559, 5.823, 0.005, 42.328, -25.439
44.444, 50.460, 26.133, -46.303, 5.823, 0.005, 42.554, -25.551
44.697, 50.590, 25.898, -47.041, 5.823, 0.005, 42.781, -25.663
44.951, 50.718, 25.659, -47.780, 5.823, 0.005, 43.008, -25.776
45.205, 50.845, 25.417, -48.516, 5.823, 0.005, 43.236, -25.889
45.460, 50.971, 25.155, -52.294, 5.823, 0.005, 43.464, -26.002
45.716, 51.096, 24.890, -53.058, 5.823, 0.005, 43.693, -26.116
45.972, 51.219, 24.636, -50.766, 5.823, 0.005, 43.923, -26.229
46.228, 51.341, 24.379, -51.502, 5.823, 0.005, 44.153, -26.343
46.486, 51.461, 24.117, -52.238, 5.823, 0.005, 44.383, -26.458
46.744, 51.580, 23.853, -52.977, 5.823, 0.005, 44.614, -26.572
47.002, 51.698, 23.584, -53.717, 5.824, 0.005, 44.846, -26.687
47.261, 51.815, 23.312, -54.460, 5.824, 0.005, 45.078, -26.801
47.521, 51.930, 23.036, -55.206, 5.824, 0.005, 45.311, -26.917
47.781, 52.044, 22.756, -55.954, 5.825, 0.005, 45.544, -27.032
48.042, 52.156, 22.472, -56.709, 5.825, 0.005, 45.778, -27.147
48.303, 52.267, 22.185, -57.466, 5.826, 0.005, 46.013, -27.263
48.565, 52.377, 21.894, -58.228, 5.826, 0.005, 46.248, -27.378
48.827, 52.485, 21.599, -58.998, 5.827, 0.005, 46.483, -27.494
49.090, 52.591, 21.300, -59.771, 5.827, 0.005, 46.719, -27.610
49.354, 52.696, 20.997, -60.551, 5.828, 0.005, 46.956, -27.726
49.618, 52.800, 20.691, -61.338, 5.829, 0.005, 47.193, -27.842
49.882, 52.901, 20.380, -62.133, 5.829, 0.005, 47.431, -27.958
50.147, 53.002, 20.065, -62.934, 5.830, 0.005, 47.669, -28.074
50.413, 53.101, 19.747, -63.744, 5.831, 0.005, 47.908, -28.190
50.679, 53.198, 19.424, -64.560, 5.832, 0.005, 48.147, -28.306
50.945, 53.293, 19.097, -65.386, 5.832, 0.005, 48.387, -28.422
51.212, 53.387, 18.766, -66.223, 5.833, 0.005, 48.627, -28.539
51.480, 53.479, 18.430, -67.063, 5.834, 0.005, 48.868, -28.655
51.747, 53.570, 18.091, -67.921, 5.835, 0.005, 49.109, -28.771
52.016, 53.658, 17.747, -68.778, 5.836, 0.005, 49.351, -28.887
52.285, 53.745, 17.399, -69.656, 5.837, 0.005, 49.594, -29.003
52.554, 53.831, 17.046, -70.536, 5.839, 0.005, 49.837, -29.119
52.823, 53.914, 16.689, -71.429, 5.840, 0.005, 50.080, -29.235
53.093, 53.996, 16.327, -72.332, 5.841, 0.005, 50.324, -29.350
53.364, 54.075, 15.961, -73.246, 5.842, 0.005, 50.568, -29.466
53.634, 54.153, 15.590, -74.168, 5.843, 0.005, 50.813, -29.581
53.906, 54.229, 15.215, -75.104, 5.845, 0.005, 51.059, -29.697
54.177, 54.304, 14.834, -76.047, 5.846, 0.005, 51.305, -29.812
54.449, 54.376, 14.449, -77.004, 5.847, 0.005, 51.551, -29.927
54.721, 54.446, 14.059, -77.967, 5.849, 0.005, 51.798, -30.041
54.994, 54.514, 13.665, -78.943, 5.850, 0.005, 52.045, -30.156
55.267, 54.581, 13.265, -79.930, 5.852, 0.005, 52.293, -30.270
55.540, 54.645, 12.860, -80.927, 5.853, 0.005, 52.541, -30.384
55.813, 54.707, 12.451, -81.931, 5.855, 0.005, 52.790, -30.498
56.087, 54.768, 12.036, -82.947, 5.856, 0.005, 53.039, -30.612
56.361, 54.826, 11.616, -83.970, 5.858, 0.005, 53.289, -30.725
56.636, 54.882, 11.191, -85.007, 5.860, 0.005, 53.539, -30.838
56.910, 54.935, 10.761, -86.047, 5.861, 0.005, 53.789, -30.950
57.185, 54.987, 10.325, -87.095, 5.863, 0.005, 54.040, -31.063
57.461, 55.036, 9.885, -88.160, 5.865, 0.005, 54.292, -31.175
57.736, 55.084, 9.439, -89.217, 5.867, 0.005, 54.544, -31.286
58.012, 55.129, 8.987, -90.296, 5.869, 0.005, 54.796, -31.398
58.287, 55.171, 8.530, -91.372, 5.871, 0.005, 55.048, -31.508
58.564, 55.212, 8.068, -92.455, 5.872, 0.005, 55.301, -31.619
58.840, 55.250, 7.600, -93.549, 5.874, 0.005, 55.555, -31.729
59.116, 55.285, 7.127, -94.638, 5.876, 0.005, 55.808, -31.839
59.393, 55.318, 6.648, -95.736, 5.878, 0.005, 56.063, -31.948
59.670, 55.349, 6.164, -96.838, 5.880, 0.005, 56.317, -32.056
59.946, 55.378, 5.674, -97.942, 5.883, 0.005, 56.572, -32.165
60.223, 55.404, 5.179, -99.039, 5.885, 0.005, 56.827, -32.272
60.501, 55.427, 4.678, -100.150, 5.887, 0.005, 57.083, -32.380
60.778, 55.448, 4.172, -101.248, 5.889, 0.005, 57.339, -32.487
61.055, 55.466, 3.660, -102.357, 5.891, 0.005, 57.595, -32.593
61.333, 55.482, 3.143, -103.448, 5.893, 0.005, 57.851, -32.698
61.610, 55.495, 2.620, -104.551, 5.896, 0.005, 58.108, -32.804
61.888, 55.505, 2.092, -105.636, 5.898, 0.005, 58.365, -32.908
62.165, 55.513, 1.559, -106.731, 5.900, 0.005, 58.622, -33.012
62.443, 55.518, 1.020, -107.803, 5.903, 0.005, 58.880, -33.116
62.720, 55.521, 0.475, -108.879, 5.905, 0.005, 59.138, -33.218
62.998, 55.520, -0.074, -109.941, 5.907, 0.005, 59.396, -33.320
63.275, 55.517, -0.629, -110.993, 5.910, 0.005, 59.654, -33.422
63.553, 55.511, -1.190, -112.035, 5.912, 0.005, 59.913, -33.523
63.831, 55.502, -1.755, -113.065, 5.915, 0.005, 60.172, -33.623
64.108, 55.491, -2.325, -114.080, 5.917, 0.005, 60.431, -33.723
64.385, 55.476, -2.901, -115.081, 5.920, 0.005, 60.690, -33.822
64.663, 55.459, -3.481, -116.066, 5.922, 0.005, 60.949, -33.920
64.940, 55.438, -4.066, -117.032, 5.925, 0.005, 61.209, -34.017
65.217, 55.415, -4.656, -117.982, 5.928, 0.005, 61.468, -34.114
65.494, 55.389, -5.251, -118.907, 5.930, 0.005, 61.728, -34.210
65.771, 55.360, -5.850, -119.819, 5.933, 0.005, 61.988, -34.306
66.047, 55.327, -6.453, -120.698, 5.935, 0.005, 62.248, -34.400
66.324, 55.292, -7.061, -121.563, 5.938, 0.005, 62.508, -34.494
66.600, 55.254, -7.673, -122.397, 5.941, 0.005, 62.768, -34.587
66.876, 55.212, -8.289, -123.205, 5.944, 0.005, 63.028, -34.680
67.152, 55.168, -8.909, -123.990, 5.946, 0.005, 63.288, -34.771
67.428, 55.120, -9.533, -124.739, 5.949, 0.005, 63.549, -34.862
67.703, 55.069, -10.160, -125.467, 5.952, 0.005, 63.809, -34.952
67.978, 55.015, -10.791, -126.156, 5.955, 0.005, 64.069, -35.041
68.253, 54.958, -11.425, -126.816, 5.957, 0.005, 64.329, -35.129
68.527, 54.898, -12.062, -127.443, 5.960, 0.005, 64.589, -35.217
68.801, 54.834, -12.702, -128.036, 5.963, 0.005, 64.850, -35.303
69.075, 54.768, -13.345, -128.592, 5.966, 0.005, 65.110, -35.389
69.349, 54.698, -13.991, -129.110, 5.969, 0.005, 65.370, -35.474
69.622, 54.625, -14.639, -129.597, 5.972, 0.005, 65.629, -35.558
69.895, 54.548, -15.289, -130.039, 5.975, 0.005, 65.889, -35.641
70.167, 54.468, -15.941, -130.443, 5.977, 0.005, 66.149, -35.724
70.439, 54.385, -16.595, -130.812, 5.980, 0.005, 66.408, -35.805
70.710, 54.299, -17.251, -131.132, 5.983, 0.005, 66.667, -35.886
70.981, 54.210, -17.908, -131.416, 5.986, 0.005, 66.926, -35.965
71.252, 54.117, -18.566, -131.657, 5.989, 0.005, 67.185, -36.044
71.522, 54.021, -19.226, -131.854, 5.992, 0.005, 67.444, -36.122
71.792, 53.921, -19.886, -132.009, 5.995, 0.005, 67.702, -36.199
72.061, 53.819, -20.546, -132.120, 5.998, 0.005, 67.960, -36.275
72.329, 53.712, -21.207, -132.184, 6.001, 0.005, 68.218, -36.350
72.597, 53.603, -21.868, -132.209, 6.004, 0.005, 68.476, -36.425
72.865, 53.490, -22.529, -132.183, 6.007, 0.005, 68.733, -36.498
73.132, 53.375, -23.190, -132.116, 6.010, 0.005, 68.990, -36.570
73.398, 53.255, -23.850, -132.002, 6.013, 0.005, 69.246, -36.642
73.664, 53.133, -24.509, -131.843, 6.016, 0.005, 69.502, -36.712
73.929, 53.007, -25.167, -131.638, 6.019, 0.005, 69.758, -36.782
74.193, 52.878, -25.824, -131.390, 6.022, 0.005, 70.014, -36.851
74.457, 52.745, -26.480, -131.094, 6.025, 0.005, 70.268, -36.919
74.720, 52.610, -27.133, -130.754, 6.028, 0.005, 70.523, -36.985
74.982, 52.471, -27.785, -130.369, 6.031, 0.005, 70.777, -37.051
75.244, 52.329, -28.435, -129.940, 6.034, 0.005, 71.030, -37.116
75.505, 52.183, -29.082, -129.467, 6.037, 0.005, 71.283, -37.180
75.765, 52.035, -29.727, -128.950, 6.040, 0.005, 71.536, -37.243
76.024, 51.883, -30.369, -128.390, 6.043, 0.005, 71.787, -37.306
76.283, 51.728, -31.008, -127.787, 6.046, 0.005, 72.039, -37.367
76.541, 51.569, -31.644, -127.142, 6.049, 0.005, 72.289, -37.427
76.798, 51.408, -32.276, -126.457, 6.052, 0.005, 72.539, -37.487
77.054, 51.244, -32.904, -125.731, 6.054, 0.005, 72.789, -37.545
77.309, 51.076, -33.529, -124.964, 6.057, 0.005, 73.038, -37.603
77.564, 50.905, -34.150, -124.160, 6.060, 0.005, 73.286, -37.659
77.818, 50.731, -34.767, -123.317, 6.063, 0.005, 73.533, -37.715
78.070, 50.554, -35.379, -122.438, 6.066, 0.005, 73.780, -37.770
78.322, 50.375, -35.986, -121.522, 6.069, 0.005, 74.026, -37.824
78.573, 50.192, -36.589, -120.571, 6.072, 0.005, 74.271, -37.876
78.823, 50.006, -37.187, -119.588, 6.075, 0.005, 74.516, -37.929
79.072, 49.817, -37.780, -118.567, 6.078, 0.005, 74.760, -37.980
79.321, 49.625, -38.368, -117.522, 6.081, 0.005, 75.003, -38.030
79.568, 49.430, -38.950, -116.440, 6.083, 0.005, 75.245, -38.079
79.814, 49.233, -39.527, -115.333, 6.086, 0.005, 75.486, -38.128
80.059, 49.032, -40.098, -114.196, 6.089, 0.005, 75.727, -38.175
80.303, 48.829, -40.663, -113.032, 6.092, 0.005, 75.966, -38.222
80.546, 48.623, -41.222, -111.844, 6.095, 0.005, 76.205, -38.268
80.788, 48.414, -41.775, -110.631, 6.098, 0.005, 76.443, -38.313
81.029, 48.202, -42.322, -109.394, 6.100, 0.005, 76.680, -38.357
81.269, 47.988, -42.863, -108.136, 6.103, 0.005, 76.916, -38.401
81.508, 47.771, -43.397, -106.858, 6.106, 0.005, 77.151, -38.443
81.746, 47.551, -43.925, -105.565, 6.109, 0.005, 77.385, -38.485
81.983, 47.329, -44.446, -104.245, 6.111, 0.005, 77.618, -38.525
82.218, 47.104, -44.961, -102.917, 6.114, 0.005, 77.850, -38.565
82.452, 46.877, -45.468, -101.571, 6.117, 0.005, 78.081, -38.605
82.686, 46.647, -45.970, -100.211, 6.119, 0.005, 78.311, -38.643
82.918, 46.415, -46.464, -98.838, 6.122, 0.005, 78.540, -38.681
83.149, 46.180, -46.951, -97.455, 6.124, 0.005, 78.768, -38.717
83.378, 45.943, -47.431, -96.065, 6.127, 0.005, 78.995, -38.753
83.607, 45.703, -47.905, -94.656, 6.130, 0.005, 79.221, -38.789
83.834, 45.461, -48.371, -93.256, 6.132, 0.005, 79.446, -38.823
84.060, 45.217, -48.830, -91.833, 6.135, 0.005, 79.669, -38.857
84.285, 44.971, -49.282, -90.416, 6.137, 0.005, 79.892, -38.890
84.509, 44.722, -49.727, -88.993, 6.140, 0.005, 80.113, -38.922
84.731, 44.471, -50.165, -87.567, 6.142, 0.005, 80.333, -38.954
84.952, 44.218, -50.596, -86.136, 6.145, 0.005, 80.552, -38.984
85.172, 43.963, -51.019, -84.710, 6.147, 0.005, 80.770, -39.014
85.391, 43.706, -51.436, -83.282, 6.149, 0.005, 80.986, -39.044
85.608, 43.447, -51.845, -81.856, 6.152, 0.005, 81.202, -39.073
85.824, 43.186, -52.247, -80.433, 6.154, 0.005, 81.416, -39.101
86.038, 42.922, -52.642, -79.016, 6.156, 0.005, 81.629, -39.128
86.252, 42.657, -53.030, -77.599, 6.159, 0.005, 81.840, -39.155
86.464, 42.390, -53.411, -76.191, 6.161, 0.005, 82.050, -39.181
86.674, 42.121, -53.785, -74.789, 6.163, 0.005, 82.260, -39.206
86.883, 41.851, -54.152, -73.395, 6.166, 0.005, 82.467, -39.231
87.091, 41.578, -54.512, -72.008, 6.168, 0.005, 82.674, -39.255
87.298, 41.304, -54.865, -70.631, 6.170, 0.005, 82.879, -39.279
87.503, 41.028, -55.211, -69.264, 6.172, 0.005, 83.083, -39.302
87.707, 40.750, -55.551, -67.907, 6.174, 0.005, 83.285, -39.324
87.909, 40.470, -55.884, -66.560, 6.176, 0.005, 83.487, -39.346
88.110, 40.189, -56.210, -65.227, 6.178, 0.005, 83.686, -39.367
88.310, 39.907, -56.529, -63.906, 6.181, 0.005, 83.885, -39.388
88.508, 39.623, -56.842, -62.599, 6.183, 0.005, 84.082, -39.408
88.704, 39.337, -57.149, -61.305, 6.185, 0.005, 84.278, -39.427
88.900, 39.050, -57.449, -60.027, 6.187, 0.005, 84.472, -39.446
89.093, 38.761, -57.725, -55.180, 6.189, 0.005, 84.665, -39.465
89.286, 38.472, -57.848, -24.548, 6.190, 0.005, 84.856, -39.483
89.477, 38.182, -57.836, 2.344, 6.192, 0.005, 85.046, -39.500
89.666, 37.893, -57.819, 3.314, 6.194, 0.005, 85.235, -39.517
89.854, 37.604, -57.798, 4.267, 6.196, 0.005, 85.422, -39.534
90.041, 37.316, -57.772, 5.182, 6.198, 0.005, 85.608, -39.550
90.226, 37.027, -57.742, 6.094, 6.200, 0.005, 85.793, -39.566
90.410, 36.738, -57.707, 6.968, 6.201, 0.005, 85.976, -39.581
90.592, 36.450, -57.668, 7.823, 6.203, 0.005, 86.158, -39.595
90.773, 36.162, -57.624, 8.666, 6.205, 0.005, 86.338, -39.610
90.952, 35.874, -57.577, 9.475, 6.207, 0.005, 86.517, -39.624
91.130, 35.586, -57.526, 10.267, 6.208, 0.005, 86.694, -39.637
91.306, 35.299, -57.471, 11.038, 6.210, 0.005, 86.870, -39.650
91.481, 35.012, -57.412, 11.787, 6.212, 0.005, 87.045, -39.663
91.655, 34.725, -57.349, 12.516, 6.213, 0.005, 87.218, -39.675
91.827, 34.439, -57.283, 13.224, 6.215, 0.005, 87.390, -39.687
91.998, 34.153, -57.213, 13.911, 6.216, 0.005, 87.560, -39.698
92.167, 33.867, -57.141, 14.578, 6.218, 0.005, 87.729, -39.710
92.335, 33.582, -57.064, 15.220, 6.219, 0.005, 87.897, -39.720
92.502, 33.297, -56.985, 15.855, 6.221, 0.005, 88.063, -39.731
92.667, 33.012, -56.903, 16.461, 6.222, 0.005, 88.227, -39.741
92.830, 32.728, -56.818, 17.040, 6.224, 0.005, 88.391, -39.751
92.993, 32.444, -56.730, 17.626, 6.225, 0.005, 88.553, -39.760
93.153, 32.161, -56.639, 18.161, 6.227, 0.005, 88.713, -39.770
93.313, 31.879, -56.545, 18.709, 6.228, 0.005, 88.872, -39.779
93.471, 31.596, -56.449, 19.210, 6.229, 0.005, 89.030, -39.787
93.627, 31.315, -56.351, 19.717, 6.231, 0.005, 89.187, -39.795
93.783, 31.033, -56.250, 20.194, 6.232, 0.005, 89.341, -39.804
93.936, 30.753, -56.146, 20.653, 6.233, 0.005, 89.495, -39.811
94.089, 30.472, -56.041, 21.101, 6.234, 0.005, 89.647, -39.819
94.240, 30.193, -55.933, 21.532, 6.236, 0.005, 89.798, -39.826
94.389, 29.914, -55.823, 21.942, 6.237, 0.005, 89.947, -39.833
94.537, 29.635, -55.712, 22.339, 6.238, 0.005, 90.095, -39.840
94.684, 29.357, -55.598, 22.719, 6.239, 0.005, 90.242, -39.846
94.830, 29.080, -55.483, 23.085, 6.240, 0.005, 90.387, -39.853
94.974, 28.803, -55.366, 23.435, 6.241, 0.005, 90.531, -39.859
95.116, 28.527, -55.247, 23.770, 6.243, 0.005, 90.674, -39.865
95.258, 28.251, -55.126, 24.090, 6.244, 0.005, 90.815, -39.870
95.397, 27.976, -55.004, 24.396, 6.245, 0.005, 90.955, -39.876
95.536, 27.701, -54.881, 24.687, 6.246, 0.005, 91.093, -39.881
95.673, 27.428, -54.756, 24.962, 6.247, 0.005, 91.230, -39.886
95.809, 27.155, -54.630, 25.231, 6.248, 0.005, 91.366, -39.891
95.943, 26.882, -54.502, 25.480, 6.249, 0.005, 91.500, -39.896
96.076, 26.610, -54.374, 25.715, 6.250, 0.005, 91.633, -39.900
96.208, 26.339, -54.244, 25.935, 6.251, 0.005, 91.765, -39.905
96.338, 26.068, -54.113, 26.156, 6.251, 0.005, 91.895, -39.909
96.467, 25.798, -53.982, 26.347, 6.252, 0.005, 92.024, -39.913
96.595, 25.529, -53.849, 26.534, 6.253, 0.005, 92.151, -39.917
96.721, 25.261, -53.715, 26.714, 6.254, 0.005, 92.278, -39.921
96.846, 24.993, -53.581, 26.866, 6.255, 0.005, 92.403, -39.924
96.970, 24.726, -53.446, 27.029, 6.256, 0.005, 92.526, -39.928
97.092, 24.459, -53.310, 27.154, 6.257, 0.005, 92.648, -39.931
97.213, 24.193, -53.174, 27.294, 6.257, 0.005, 92.769, -39.934
97.333, 23.928, -53.037, 27.399, 6.258, 0.005, 92.889, -39.937
97.451, 23.663, -52.899, 27.512, 6.259, 0.005, 93.007, -39.940
97.568, 23.400, -52.761, 27.603, 6.260, 0.005, 93.124, -39.943
97.684, 23.137, -52.623, 27.684, 6.260, 0.005, 93.240, -39.946
97.798, 22.874, -52.484, 27.764, 6.261, 0.005, 93.354, -39.948
97.911, 22.612, -52.345, 27.821, 6.262, 0.005, 93.467, -39.951
98.023, 22.351, -52.205, 27.873, 6.262, 0.005, 93.579, -39.953
98.133, 22.091, -52.066, 27.920, 6.263, 0.005, 93.689, -39.955
98.243, 21.831, -51.926, 27.949, 6.264, 0.005, 93.799, -39.957
98.350, 21.572, -51.786, 27.970, 6.264, 0.005, 93.906, -39.960
98.457, 21.314, -51.646, 27.987, 6.265, 0.005, 94.013, -39.962
98.562, 21.057, -51.506, 27.989, 6.265, 0.005, 94.118, -39.963
98.666, 20.800, -51.366, 27.982, 6.266, 0.005, 94.222, -39.965
98.769, 20.544, -51.227, 27.967, 6.267, 0.005, 94.325, -39.967
98.870, 20.288, -51.087, 27.941, 6.267, 0.005, 94.426, -39.969
98.971, 20.034, -50.947, 27.911, 6.268, 0.005, 94.526, -39.970
99.069, 19.780, -50.808, 27.867, 6.268, 0.005, 94.625, -39.972
99.167, 19.526, -50.653, 31.105, 6.269, 0.005, 94.723, -39.973
99.263, 19.274, -50.362, 58.046, 6.269, 0.005, 94.819, -39.975
99.359, 19.025, -49.955, 81.542, 6.270, 0.005, 94.914, -39.976
99.452, 18.777, -49.548, 81.218, 6.270, 0.005, 95.008, -39.977
99.545, 18.531, -49.144, 80.889, 6.270, 0.005, 95.101, -39.978
99.637, 18.287, -48.741, 80.556, 6.271, 0.005, 95.192, -39.980
99.727, 18.046, -48.340, 80.223, 6.271, 0.005, 95.283, -39.981
99.816, 17.806, -47.941, 79.884, 6.272, 0.005, 95.372, -39.982
99.904, 17.568, -47.543, 79.542, 6.272, 0.005, 95.460, -39.983
99.990, 17.333, -47.147, 79.198, 6.273, 0.005, 95.546, -39.984
100.076, 17.099, -46.753, 78.849, 6.273, 0.005, 95.632, -39.984
100.160, 16.867, -46.360, 78.507, 6.273, 0.005, 95.716, -39.985
100.243, 16.637, -45.969, 78.152, 6.274, 0.005, 95.799, -39.986
100.325, 16.409, -45.580, 77.799, 6.274, 0.005, 95.881, -39.987
100.406, 16.183, -45.193, 77.448, 6.274, 0.005, 95.962, -39.988
100.486, 15.959, -44.808, 77.090, 6.275, 0.005, 96.042, -39.988
100.565, 15.737, -44.424, 76.733, 6.275, 0.005, 96.121, -39.989
100.642, 15.517, -44.042, 76.378, 6.275, 0.005, 96.198, -39.990
100.719, 15.299, -43.662, 76.017, 6.276, 0.005, 96.275, -39.990
100.794, 15.082, -43.284, 75.658, 6.276, 0.005, 96.350, -39.991
100.869, 14.868, -42.907, 75.298, 6.276, 0.005, 96.424, -39.991
100.942, 14.655, -42.533, 74.938, 6.276, 0.005, 96.498, -39.992
101.014, 14.444, -42.160, 74.576, 6.277, 0.005, 96.570, -39.992
101.085, 14.235, -41.789, 74.215, 6.277, 0.005, 96.641, -39.993
101.155, 14.028, -41.419, 73.856, 6.277, 0.005, 96.711, -39.993
101.225, 13.823, -41.052, 73.494, 6.277, 0.005, 96.780, -39.994
101.293, 13.620, -40.686, 73.133, 6.278, 0.005, 96.848, -39.994
101.360, 13.418, -40.322, 72.774, 6.278, 0.005, 96.916, -39.994
101.426, 13.218, -39.960, 72.415, 6.278, 0.005, 96.982, -39.995
101.491, 13.020, -39.600, 72.057, 6.278, 0.005, 97.047, -39.995
101.555, 12.824, -39.242, 71.698, 6.278, 0.005, 97.111, -39.995
101.618, 12.629, -38.885, 71.343, 6.279, 0.005, 97.174, -39.996
101.680, 12.437, -38.530, 70.985, 6.279, 0.005, 97.236, -39.996
101.742, 12.246, -38.177, 70.632, 6.279, 0.005, 97.297, -39.996
101.802, 12.057, -37.825, 70.279, 6.279, 0.005, 97.358, -39.996
101.861, 11.869, -37.476, 69.929, 6.279, 0.005, 97.417, -39.997
101.920, 11.684, -37.128, 69.575, 6.280, 0.005, 97.475, -39.997
101.977, 11.500, -36.782, 69.231, 6.280, 0.005, 97.533, -39.997
102.034, 11.318, -36.437, 68.882, 6.280, 0.005, 97.590, -39.997
102.089, 11.137, -36.095, 68.537, 6.280, 0.005, 97.645, -39.997
102.144, 10.958, -35.754, 68.194, 6.280, 0.005, 97.700, -39.998
102.198, 10.781, -35.414, 67.853, 6.280, 0.005, 97.754, -39.998
102.251, 10.606, -35.077, 67.515, 6.280, 0.005, 97.807, -39.998
102.303, 10.432, -34.741, 67.178, 6.281, 0.005, 97.859, -39.998
102.355, 10.260, -34.407, 66.843, 6.281, 0.005, 97.910, -39.998
102.405, 10.090, -34.074, 66.513, 6.281, 0.005, 97.961, -39.998
102.455, 9.921, -33.743, 66.182, 6.281, 0.005, 98.010, -39.998
102.503, 9.754, -33.414, 65.855, 6.281, 0.005, 98.059, -39.999
102.551, 9.589, -33.086, 65.530, 6.281, 0.005, 98.107, -39.999
102.599, 9.425, -32.760, 65.210, 6.281, 0.005, 98.154, -39.999
102.645, 9.263, -32.436, 64.891, 6.281, 0.005, 98.201, -39.999
102.690, 9.102, -32.113, 64.573, 6.281, 0.005, 98.246, -39.999
102.735, 8.943, -31.792, 64.263, 6.281, 0.005, 98.291, -39.999
102.779, 8.786, -31.472, 63.950, 6.282, 0.005, 98.335, -39.999
102.822, 8.630, -31.154, 63.644, 6.282, 0.005, 98.378, -39.999
102.865, 8.476, -30.837, 63.338, 6.282, 0.005, 98.420, -39.999
102.906, 8.323, -30.522, 63.039, 6.282, 0.005, 98.462, -39.999
102.947, 8.172, -30.208, 62.739, 6.282, 0.005, 98.503, -39.999
102.987, 8.023, -29.896, 62.447, 6.282, 0.005, 98.543, -39.999
103.026, 7.875, -29.585, 62.153, 6.282, 0.005, 98.582, -39.999
103.065, 7.728, -29.276, 61.866, 6.282, 0.005, 98.621, -39.999
103.103, 7.584, -28.968, 61.580, 6.282, 0.005, 98.659, -40.000
103.140, 7.440, -28.661, 61.300, 6.282, 0.005, 98.696, -40.000
103.177, 7.298, -28.356, 61.020, 6.282, 0.005, 98.733, -40.000
