timestamp, controlMode, output, position, velocity, setpoint
-1.0, MOTION_MAGIC, -0.23949169110459434, 234.228515625, 0.0, 0.0
-1.0, MOTION_MAGIC, -0.15835777126099707, 233.26171875, -1.7578125, 0.0
-1.0, MOTION_MAGIC, -0.1407624633431085, 232.20703125, -12.3046875, 0.0
-1.0, MOTION_MAGIC, -0.18572825024437928, 230.44921875, -25.48828125, 0.0
-1.0, MOTION_MAGIC, -0.7888563049853372, 227.197265625, -26.3671875, 219.5
-1.0, MOTION_MAGIC, -0.6177908113391984, 220.078125, -58.88671875, 219.5
-1.0, MOTION_MAGIC, 0.0, 212.6953125, -117.7734375, 219.5
-1.0, MOTION_MAGIC, 0.0, 208.037109375, -102.83203125, 219.5
-1.0, MOTION_MAGIC, -0.12121212121212122, 208.65234375, -48.33984375, 219.5
-1.0, MOTION_MAGIC, -0.05278592375366569, 208.4765625, -0.87890625, 219.5
-1.0, MOTION_MAGIC, -0.05180840664711633, 208.4765625, 0.0, 219.5
-1.0, MOTION_MAGIC, -0.05278592375366569, 208.4765625, 0.0, 219.5
-1.0, MOTION_MAGIC, -0.05180840664711633, 208.4765625, 0.0, 219.5
-1.0, MOTION_MAGIC, -0.05278592375366569, 208.4765625, 0.0, 219.5
-1.0, MOTION_MAGIC, -0.05278592375366569, 208.4765625, 0.0, 219.5
-1.0, MOTION_MAGIC, -0.05278592375366569, 208.4765625, 0.0, 28.5
-1.0, MOTION_MAGIC, -0.5777126099706745, 207.333984375, -1.7578125, 28.5
-1.0, MOTION_MAGIC, -1.0, 228.076171875, -43.06640625, 28.5
-1.0, MOTION_MAGIC, -1.0, 217.265625, -116.015625, 28.5
-1.0, MOTION_MAGIC, -1.0, 208.4765625, -137.98828125, 28.5
-1.0, MOTION_MAGIC, -1.0, 196.787109375, -157.32421875, 28.5
-1.0, MOTION_MAGIC, -1.0, 185.712890625, -164.35546875, 28.5
-1.0, MOTION_MAGIC, -1.0, 177.978515625, -166.9921875, 28.5
-1.0, MOTION_MAGIC, -1.0, 166.376953125, -171.38671875, 28.5
-1.0, MOTION_MAGIC, -1.0, 157.67578125, -175.78125, 28.5
-1.0, MOTION_MAGIC, -1.0, 144.66796875, -182.8125, 28.5
-1.0, MOTION_MAGIC, -1.0, 130.78125, -192.48046875, 28.5
-1.0, MOTION_MAGIC, -1.0, 115.3125, -201.26953125, 28.5
-1.0, MOTION_MAGIC, -0.9687194525904204, 101.25, -208.30078125, 28.5
-1.0, MOTION_MAGIC, -0.906158357771261, 87.802734375, -212.6953125, 28.5
-1.0, MOTION_MAGIC, -0.8514173998044966, 76.201171875, -213.57421875, 28.5
-1.0, MOTION_MAGIC, -0.8152492668621701, 66.884765625, -212.6953125, 28.5
-1.0, MOTION_MAGIC, -0.49560117302052786, 52.55859375, -205.6640625, 28.5
-1.0, MOTION_MAGIC, 0.07135874877810362, 42.1875, -179.296875, 28.5
-1.0, MOTION_MAGIC, 0.042033235581622676, 40.078125, -93.1640625, 28.5
-1.0, MOTION_MAGIC, 0.12316715542521994, 39.638671875, -22.8515625, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, -3.515625, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 28.5
-1.0, MOTION_MAGIC, 0.05278592375366569, 39.638671875, 0.0, 219.5
-1.0, MOTION_MAGIC, 0.3567937438905181, 39.7265625, 0.0, 219.5
-1.0, MOTION_MAGIC, 1.0, 43.857421875, 13.18359375, 219.5
