timestamp, controlMode, output, position, velocity, setpoint, current
5.135758, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
5.271187, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
5.354284, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
5.411105, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
5.470249, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
5.554506, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
5.637893, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
5.687627, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
5.752123, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
5.808337, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
5.852155, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
5.91074, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
5.970911, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.053835, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.115252, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.173595, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.233269, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.293164, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.371798, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.427065, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.449743, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.471295, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.125
6.498656, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.125
6.52965, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.564847, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.584622, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.610942, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.645269, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.67212, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.703856, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.724171, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.74502, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.784454, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.812169, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.844733, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.87027, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.914798, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.944991, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.968287, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
6.989905, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.024604, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.044293, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.069588, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.107431, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.128213, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.165774, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.18563, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.125
7.225446, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.125
7.246478, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.283995, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.32721, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.351186, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.384138, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.404746, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.44477, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.468104, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.488472, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.524845, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.545521, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.568969, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.590752, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.624847, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.645188, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.668378, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.689244, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.725295, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.753115, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.7871, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.125
7.809465, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.125
7.845886, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.125
7.865047, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.885247, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.911921, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.94579, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
7.972029, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.005721, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.02606, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.049376, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.084942, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.125122, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.145508, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.171319, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.205037, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.239064, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.332132, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.125
8.38999, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.125
8.456389, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.534082, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.59139, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.125
8.656226, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.713845, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.790834, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.834927, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.895872, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
8.955194, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.03464, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.08984, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.125524, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.144855, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.165007, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.186669, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.225639, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.250106, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.284325, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.30849, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.330242, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.365914, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.388632, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.413895, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.444293, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
9.464147, MOTION_MAGIC, 0.0, 33.837890625, 0.0, 0.0, 0.25
