timestamp, controlMode, leftOutput, rightOutput, leftSetpoint, rightSetpoint, leftPosition, rightPosition, leftVelocity, rightVelocity, heading, desiredHeading, headingError, leftDesiredVel, leftDesiredPos, leftPosError, leftVelError, rightDesiredVel, rightDesiredPos, rightPosError, rightVelError, desiredX, desiredY
7.688944, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.732116, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.767878, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.80668, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.827042, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.855124, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.886273, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.928911, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
7.977612, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.006424, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.025057, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.048231, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.085196, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.116294, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.144065, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.167599, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.188525, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.221577, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.246363, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.266941, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.289207, OPEN_LOOP, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.324073, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.34259, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.366632, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.407568, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.44855, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.469386, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.50391, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.52722, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.54994, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.586499, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.652852, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.68701, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.708321, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.742679, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.784034, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.806841, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.826821, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.854758, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.886709, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.924381, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.946829, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
8.983139, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.007791, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.033815, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.085379, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.109984, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.144787, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.186357, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.229431, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.262583, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.286725, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.317707, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.345233, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.368327, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.395028, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.445508, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.472499, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
9.499011, VELOCITY_SETPOINT, 0.0, 0.0, 3.2545996486794027E-4, -3.2545996486794027E-4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
